"state_abbr","state_fips","place_fips","stpl_fips","city_name","metric_name","group_name","metric_number","group_number","num","denom","est","lci","uci","county_indicator","educ_indicator","multiplier_indicator","data_yr_type","geo_level","Date of export to MySQL database","version","NOTE - NCHS Disclaimer"
NY,36,611000,3611000,Buffalo,Absenteeism,female,1,2,3897,9005,43.3,-999,-999,-999,-999,-999,2015-2016,city,2019-06-11,6,
NY,36,649121,3649121,Mount Vernon,Absenteeism,female,1,2,886,2752,32.2,-999,-999,-999,-999,-999,2015-2016,city,2019-06-11,6,
NY,36,650617,3650617,New Rochelle,Absenteeism,female,1,2,1140,5072,22.5,-999,-999,-999,-999,-999,2015-2016,city,2019-06-11,6,
NY,36,651000,3651000,New York,Absenteeism,female,1,2,7398,40330,18.3,-999,-999,-999,-999,-999,2015-2016,city,2019-06-11,6,
NY,36,663000,3663000,Rochester,Absenteeism,female,1,2,3672,8565,42.9,-999,-999,-999,-999,-999,2015-2016,city,2019-06-11,6,
NY,36,665508,3665508,Schenectady,Absenteeism,female,1,2,2387,3995,59.7,-999,-999,-999,-999,-999,2015-2016,city,2019-06-11,6,
NY,36,673000,3673000,Syracuse,Absenteeism,female,1,2,1581,5107,31,-999,-999,-999,-999,-999,2015-2016,city,2019-06-11,6,
NY,36,684000,3684000,Yonkers,Absenteeism,female,1,2,681,3665,18.6,-999,-999,-999,-999,-999,2015-2016,city,2019-06-11,6,
NY,36,601000,3601000,Albany,Absenteeism,male,1,3,1183,4427,26.7,-999,-999,-999,-999,-999,2015-2016,city,2019-06-11,6,
NY,36,611000,3611000,Buffalo,Absenteeism,male,1,3,3766,8687,43.4,-999,-999,-999,-999,-999,2015-2016,city,2019-06-11,6,
NY,36,649121,3649121,Mount Vernon,Absenteeism,male,1,3,995,2871,34.7,-999,-999,-999,-999,-999,2015-2016,city,2019-06-11,6,
NY,36,650617,3650617,New Rochelle,Absenteeism,male,1,3,1190,5387,22.1,-999,-999,-999,-999,-999,2015-2016,city,2019-06-11,6,
NY,36,651000,3651000,New York,Absenteeism,male,1,3,7526,39495,19.1,-999,-999,-999,-999,-999,2015-2016,city,2019-06-11,6,
NY,36,663000,3663000,Rochester,Absenteeism,male,1,3,3509,8602,40.8,-999,-999,-999,-999,-999,2015-2016,city,2019-06-11,6,
NY,36,665508,3665508,Schenectady,Absenteeism,male,1,3,2542,4174,60.9,-999,-999,-999,-999,-999,2015-2016,city,2019-06-11,6,
NY,36,673000,3673000,Syracuse,Absenteeism,male,1,3,1445,5178,27.9,-999,-999,-999,-999,-999,2015-2016,city,2019-06-11,6,
NY,36,684000,3684000,Yonkers,Absenteeism,male,1,3,667,3863,17.3,-999,-999,-999,-999,-999,2015-2016,city,2019-06-11,6,
NY,36,601000,3601000,Albany,Absenteeism,asian,1,4,108,444,24.3,-999,-999,-999,-999,-999,2015-2016,city,2019-06-11,6,
NY,36,611000,3611000,Buffalo,Absenteeism,asian,1,4,421,1258,33.5,-999,-999,-999,-999,-999,2015-2016,city,2019-06-11,6,
NY,36,649121,3649121,Mount Vernon,Absenteeism,asian,1,4,25,79,31.6,-999,-999,-999,-999,-999,2015-2016,city,2019-06-11,6,
NY,36,650617,3650617,New Rochelle,Absenteeism,asian,1,4,77,477,16.1,-999,-999,-999,-999,-999,2015-2016,city,2019-06-11,6,
NY,36,651000,3651000,New York,Absenteeism,asian,1,4,365,2125,17.2,-999,-999,-999,-999,-999,2015-2016,city,2019-06-11,6,
NY,36,663000,3663000,Rochester,Absenteeism,asian,1,4,209,615,34,-999,-999,-999,-999,-999,2015-2016,city,2019-06-11,6,
NY,36,665508,3665508,Schenectady,Absenteeism,asian,1,4,595,1345,44.2,-999,-999,-999,-999,-999,2015-2016,city,2019-06-11,6,
NY,36,673000,3673000,Syracuse,Absenteeism,asian,1,4,140,803,17.4,-999,-999,-999,-999,-999,2015-2016,city,2019-06-11,6,
NY,36,684000,3684000,Yonkers,Absenteeism,asian,1,4,16,443,3.6,-999,-999,-999,-999,-999,2015-2016,city,2019-06-11,6,
NY,36,601000,3601000,Albany,Absenteeism,black,1,5,1557,5015,31,-999,-999,-999,-999,-999,2015-2016,city,2019-06-11,6,
NY,36,611000,3611000,Buffalo,Absenteeism,black,1,5,4294,9588,44.8,-999,-999,-999,-999,-999,2015-2016,city,2019-06-11,6,
NY,36,649121,3649121,Mount Vernon,Absenteeism,black,1,5,1399,4183,33.4,-999,-999,-999,-999,-999,2015-2016,city,2019-06-11,6,
NY,36,650617,3650617,New Rochelle,Absenteeism,black,1,5,744,2271,32.8,-999,-999,-999,-999,-999,2015-2016,city,2019-06-11,6,
NY,36,651000,3651000,New York,Absenteeism,black,1,5,8360,43442,19.2,-999,-999,-999,-999,-999,2015-2016,city,2019-06-11,6,
NY,36,663000,3663000,Rochester,Absenteeism,black,1,5,4057,10291,39.4,-999,-999,-999,-999,-999,2015-2016,city,2019-06-11,6,
NY,36,665508,3665508,Schenectady,Absenteeism,black,1,5,1864,2674,69.7,-999,-999,-999,-999,-999,2015-2016,city,2019-06-11,6,
NY,36,673000,3673000,Syracuse,Absenteeism,black,1,5,1530,5349,28.6,-999,-999,-999,-999,-999,2015-2016,city,2019-06-11,6,
NY,36,684000,3684000,Yonkers,Absenteeism,black,1,5,348,1899,18.3,-999,-999,-999,-999,-999,2015-2016,city,2019-06-11,6,
NY,36,601000,3601000,Albany,Absenteeism,hispanic,1,6,311,1031,30.2,-999,-999,-999,-999,-999,2015-2016,city,2019-06-11,6,
NY,36,611000,3611000,Buffalo,Absenteeism,hispanic,1,6,1347,2571,52.4,-999,-999,-999,-999,-999,2015-2016,city,2019-06-11,6,
NY,36,649121,3649121,Mount Vernon,Absenteeism,hispanic,1,6,364,1084,33.6,-999,-999,-999,-999,-999,2015-2016,city,2019-06-11,6,
NY,36,650617,3650617,New Rochelle,Absenteeism,hispanic,1,6,909,4737,19.2,-999,-999,-999,-999,-999,2015-2016,city,2019-06-11,6,
NY,36,651000,3651000,New York,Absenteeism,hispanic,1,6,5389,29048,18.6,-999,-999,-999,-999,-999,2015-2016,city,2019-06-11,6,
NY,36,663000,3663000,Rochester,Absenteeism,hispanic,1,6,2203,4415,49.9,-999,-999,-999,-999,-999,2015-2016,city,2019-06-11,6,
NY,36,665508,3665508,Schenectady,Absenteeism,hispanic,1,6,1000,1498,66.8,-999,-999,-999,-999,-999,2015-2016,city,2019-06-11,6,
NY,36,673000,3673000,Syracuse,Absenteeism,hispanic,1,6,567,1457,38.9,-999,-999,-999,-999,-999,2015-2016,city,2019-06-11,6,
NY,36,684000,3684000,Yonkers,Absenteeism,hispanic,1,6,812,4098,19.8,-999,-999,-999,-999,-999,2015-2016,city,2019-06-11,6,
NY,36,601000,3601000,Albany,Absenteeism,white,1,7,186,1172,15.9,-999,-999,-999,-999,-999,2015-2016,city,2019-06-11,6,
NY,36,611000,3611000,Buffalo,Absenteeism,white,1,7,1375,3731,36.9,-999,-999,-999,-999,-999,2015-2016,city,2019-06-11,6,
NY,36,649121,3649121,Mount Vernon,Absenteeism,white,1,7,87,254,34.3,-999,-999,-999,-999,-999,2015-2016,city,2019-06-11,6,
NY,36,650617,3650617,New Rochelle,Absenteeism,white,1,7,592,2880,20.6,-999,-999,-999,-999,-999,2015-2016,city,2019-06-11,6,
NY,36,651000,3651000,New York,Absenteeism,white,1,7,456,3151,14.5,-999,-999,-999,-999,-999,2015-2016,city,2019-06-11,6,
NY,36,663000,3663000,Rochester,Absenteeism,white,1,7,641,1699,37.7,-999,-999,-999,-999,-999,2015-2016,city,2019-06-11,6,
NY,36,665508,3665508,Schenectady,Absenteeism,white,1,7,1296,2275,57,-999,-999,-999,-999,-999,2015-2016,city,2019-06-11,6,
NY,36,673000,3673000,Syracuse,Absenteeism,white,1,7,595,2172,27.4,-999,-999,-999,-999,-999,2015-2016,city,2019-06-11,6,
NY,36,684000,3684000,Yonkers,Absenteeism,white,1,7,133,951,14,-999,-999,-999,-999,-999,2015-2016,city,2019-06-11,6,
NY,36,601000,3601000,Albany,Absenteeism,other,1,8,112,278,40.3,-999,-999,-999,-999,-999,2015-2016,city,2019-06-11,6,
NY,36,611000,3611000,Buffalo,Absenteeism,other,1,8,226,544,41.5,-999,-999,-999,-999,-999,2015-2016,city,2019-06-11,6,
NY,36,649121,3649121,Mount Vernon,Absenteeism,other,1,8,6,23,26.1,-999,-999,-999,-999,-999,2015-2016,city,2019-06-11,6,
NY,36,650617,3650617,New Rochelle,Absenteeism,other,1,8,8,94,8.5,-999,-999,-999,-999,-999,2015-2016,city,2019-06-11,6,
NY,36,651000,3651000,New York,Absenteeism,other,1,8,354,2059,17.2,-999,-999,-999,-999,-999,2015-2016,city,2019-06-11,6,
NY,36,663000,3663000,Rochester,Absenteeism,other,1,8,71,147,48.3,-999,-999,-999,-999,-999,2015-2016,city,2019-06-11,6,
NY,36,665508,3665508,Schenectady,Absenteeism,other,1,8,174,377,46.2,-999,-999,-999,-999,-999,2015-2016,city,2019-06-11,6,
NY,36,673000,3673000,Syracuse,Absenteeism,other,1,8,194,504,38.5,-999,-999,-999,-999,-999,2015-2016,city,2019-06-11,6,
NY,36,684000,3684000,Yonkers,Absenteeism,other,1,8,39,137,28.5,-999,-999,-999,-999,-999,2015-2016,city,2019-06-11,6,
NY,36,601000,3601000,Albany,Air pollution - particulate matter,total population,2,1,-999,-999,8.1,-999,-999,-999,-999,-999,2015,city,2019-06-11,6,
NY,36,611000,3611000,Buffalo,Air pollution - particulate matter,total population,2,1,-999,-999,9.6,-999,-999,-999,-999,-999,2015,city,2019-06-11,6,
NY,36,649121,3649121,Mount Vernon,Air pollution - particulate matter,total population,2,1,-999,-999,9.7,-999,-999,-999,-999,-999,2015,city,2019-06-11,6,
NY,36,650617,3650617,New Rochelle,Air pollution - particulate matter,total population,2,1,-999,-999,9.7,-999,-999,-999,-999,-999,2015,city,2019-06-11,6,
NY,36,651000,3651000,New York,Air pollution - particulate matter,total population,2,1,-999,-999,9.7,-999,-999,-999,-999,-999,2015,city,2019-06-11,6,
NY,36,663000,3663000,Rochester,Air pollution - particulate matter,total population,2,1,-999,-999,7.9,-999,-999,-999,-999,-999,2015,city,2019-06-11,6,
NY,36,665508,3665508,Schenectady,Air pollution - particulate matter,total population,2,1,-999,-999,8.1,-999,-999,-999,-999,-999,2015,city,2019-06-11,6,
NY,36,673000,3673000,Syracuse,Air pollution - particulate matter,total population,2,1,-999,-999,7.2,-999,-999,-999,-999,-999,2015,city,2019-06-11,6,
NY,36,684000,3684000,Yonkers,Air pollution - particulate matter,total population,2,1,-999,-999,9.8,-999,-999,-999,-999,-999,2015,city,2019-06-11,6,
NY,36,601000,3601000,Albany,Binge drinking,total population,3,1,-999,-999,18.5,18.4,18.6,0,-999,-999,"2016, 1 Year Modeled Estimate",city,2019-06-11,6,
NY,36,611000,3611000,Buffalo,Binge drinking,total population,3,1,-999,-999,18.5,18.5,18.6,0,-999,-999,"2016, 1 Year Modeled Estimate",city,2019-06-11,6,
NY,36,649121,3649121,Mount Vernon,Binge drinking,total population,3,1,-999,-999,15.6,15.5,15.7,0,-999,-999,"2016, 1 Year Modeled Estimate",city,2019-06-11,6,
NY,36,650617,3650617,New Rochelle,Binge drinking,total population,3,1,-999,-999,18,17.9,18.1,0,-999,-999,"2016, 1 Year Modeled Estimate",city,2019-06-11,6,
NY,36,651000,3651000,New York,Binge drinking,total population,3,1,-999,-999,18.9,18.9,19,0,-999,-999,"2016, 1 Year Modeled Estimate",city,2019-06-11,6,
NY,36,663000,3663000,Rochester,Binge drinking,total population,3,1,-999,-999,16.7,16.7,16.8,0,-999,-999,"2016, 1 Year Modeled Estimate",city,2019-06-11,6,
NY,36,665508,3665508,Schenectady,Binge drinking,total population,3,1,-999,-999,18.9,18.7,19.1,0,-999,-999,"2016, 1 Year Modeled Estimate",city,2019-06-11,6,
NY,36,673000,3673000,Syracuse,Binge drinking,total population,3,1,-999,-999,18.4,18.2,18.6,0,-999,-999,"2016, 1 Year Modeled Estimate",city,2019-06-11,6,
NY,36,684000,3684000,Yonkers,Binge drinking,total population,3,1,-999,-999,17.1,17,17.2,0,-999,-999,"2016, 1 Year Modeled Estimate",city,2019-06-11,6,
NY,36,601000,3601000,Albany,Children in Poverty,total population,4,1,5011,16433,30.5,27,33.9,0,-999,-999,"2017, 5 Year Estimate",city,2019-06-11,6,
NY,36,611000,3611000,Buffalo,Children in Poverty,total population,4,1,27678,58617,47.2,45.6,48.9,0,-999,-999,"2017, 5 Year Estimate",city,2019-06-11,6,
NY,36,649121,3649121,Mount Vernon,Children in Poverty,total population,4,1,2887,14220,20.3,17.7,22.9,0,-999,-999,"2017, 5 Year Estimate",city,2019-06-11,6,
NY,36,650617,3650617,New Rochelle,Children in Poverty,total population,4,1,2324,16387,14.2,11.7,16.6,0,-999,-999,"2017, 5 Year Estimate",city,2019-06-11,6,
NY,36,651000,3651000,New York,Children in Poverty,total population,4,1,490395,1764704,27.8,27.5,28.1,0,-999,-999,"2017, 5 Year Estimate",city,2019-06-11,6,
NY,36,663000,3663000,Rochester,Children in Poverty,total population,4,1,24949,48061,51.9,50.3,53.5,0,-999,-999,"2017, 5 Year Estimate",city,2019-06-11,6,
NY,36,665508,3665508,Schenectady,Children in Poverty,total population,4,1,4900,13352,36.7,31.8,41.6,0,-999,-999,"2017, 5 Year Estimate",city,2019-06-11,6,
NY,36,673000,3673000,Syracuse,Children in Poverty,total population,4,1,14500,30971,46.8,44.7,48.9,0,-999,-999,"2017, 5 Year Estimate",city,2019-06-11,6,
NY,36,684000,3684000,Yonkers,Children in Poverty,total population,4,1,10835,42885,25.3,23.3,27.2,0,-999,-999,"2017, 5 Year Estimate",city,2019-06-11,6,
NY,36,601000,3601000,Albany,Children in Poverty,asian,4,4,371,1285,28.9,14.9,42.8,0,-999,-999,"2017, 5 Year Estimate",city,2019-06-11,6,
NY,36,611000,3611000,Buffalo,Children in Poverty,asian,4,4,2425,4429,54.8,48.8,60.7,0,-999,-999,"2017, 5 Year Estimate",city,2019-06-11,6,
NY,36,649121,3649121,Mount Vernon,Children in Poverty,asian,4,4,0,145,0,0,45.6,0,-999,-999,"2017, 5 Year Estimate",city,2019-06-11,6,
NY,36,650617,3650617,New Rochelle,Children in Poverty,asian,4,4,111,645,17.2,3,31.4,0,-999,-999,"2017, 5 Year Estimate",city,2019-06-11,6,
NY,36,651000,3651000,New York,Children in Poverty,asian,4,4,48323,215218,22.5,21.7,23.2,0,-999,-999,"2017, 5 Year Estimate",city,2019-06-11,6,
NY,36,663000,3663000,Rochester,Children in Poverty,asian,4,4,509,1312,38.8,30.1,47.5,0,-999,-999,"2017, 5 Year Estimate",city,2019-06-11,6,
NY,36,665508,3665508,Schenectady,Children in Poverty,asian,4,4,277,968,28.6,7.2,50.1,0,-999,-999,"2017, 5 Year Estimate",city,2019-06-11,6,
NY,36,673000,3673000,Syracuse,Children in Poverty,asian,4,4,993,2062,48.2,39.6,56.7,0,-999,-999,"2017, 5 Year Estimate",city,2019-06-11,6,
NY,36,684000,3684000,Yonkers,Children in Poverty,asian,4,4,526,2608,20.2,11.9,28.4,0,-999,-999,"2017, 5 Year Estimate",city,2019-06-11,6,
NY,36,601000,3601000,Albany,Children in Poverty,black,4,5,2684,6833,39.3,33.4,45.2,0,-999,-999,"2017, 5 Year Estimate",city,2019-06-11,6,
NY,36,611000,3611000,Buffalo,Children in Poverty,black,4,5,13977,25402,55,52.7,57.4,0,-999,-999,"2017, 5 Year Estimate",city,2019-06-11,6,
NY,36,649121,3649121,Mount Vernon,Children in Poverty,black,4,5,1925,9893,19.5,16.1,22.8,0,-999,-999,"2017, 5 Year Estimate",city,2019-06-11,6,
NY,36,650617,3650617,New Rochelle,Children in Poverty,black,4,5,447,2830,15.8,9.8,21.8,0,-999,-999,"2017, 5 Year Estimate",city,2019-06-11,6,
NY,36,651000,3651000,New York,Children in Poverty,black,4,5,141724,452544,31.3,30.7,31.9,0,-999,-999,"2017, 5 Year Estimate",city,2019-06-11,6,
NY,36,663000,3663000,Rochester,Children in Poverty,black,4,5,14586,26191,55.7,53.5,57.9,0,-999,-999,"2017, 5 Year Estimate",city,2019-06-11,6,
NY,36,665508,3665508,Schenectady,Children in Poverty,black,4,5,1957,4115,47.6,38.4,56.7,0,-999,-999,"2017, 5 Year Estimate",city,2019-06-11,6,
NY,36,673000,3673000,Syracuse,Children in Poverty,black,4,5,6989,12949,54,51.3,56.6,0,-999,-999,"2017, 5 Year Estimate",city,2019-06-11,6,
NY,36,684000,3684000,Yonkers,Children in Poverty,black,4,5,2767,8439,32.8,26.9,38.7,0,-999,-999,"2017, 5 Year Estimate",city,2019-06-11,6,
NY,36,601000,3601000,Albany,Children in Poverty,hispanic,4,6,1324,2777,47.7,39.6,55.8,0,-999,-999,"2017, 5 Year Estimate",city,2019-06-11,6,
NY,36,611000,3611000,Buffalo,Children in Poverty,hispanic,4,6,5670,10579,53.6,49.9,57.3,0,-999,-999,"2017, 5 Year Estimate",city,2019-06-11,6,
NY,36,649121,3649121,Mount Vernon,Children in Poverty,hispanic,4,6,1015,3329,30.5,23.4,37.6,0,-999,-999,"2017, 5 Year Estimate",city,2019-06-11,6,
NY,36,650617,3650617,New Rochelle,Children in Poverty,hispanic,4,6,1529,6639,23,17.6,28.4,0,-999,-999,"2017, 5 Year Estimate",city,2019-06-11,6,
NY,36,651000,3651000,New York,Children in Poverty,hispanic,4,6,227635,623235,36.5,36,37.1,0,-999,-999,"2017, 5 Year Estimate",city,2019-06-11,6,
NY,36,663000,3663000,Rochester,Children in Poverty,hispanic,4,6,7102,12939,54.9,51.9,57.9,0,-999,-999,"2017, 5 Year Estimate",city,2019-06-11,6,
NY,36,665508,3665508,Schenectady,Children in Poverty,hispanic,4,6,1227,2166,56.6,47.6,65.7,0,-999,-999,"2017, 5 Year Estimate",city,2019-06-11,6,
NY,36,673000,3673000,Syracuse,Children in Poverty,hispanic,4,6,2390,4504,53.1,48.9,57.2,0,-999,-999,"2017, 5 Year Estimate",city,2019-06-11,6,
NY,36,684000,3684000,Yonkers,Children in Poverty,hispanic,4,6,6588,20744,31.8,28.5,35,0,-999,-999,"2017, 5 Year Estimate",city,2019-06-11,6,
NY,36,601000,3601000,Albany,Children in Poverty,white,4,7,545,3955,13.8,8.2,19.3,0,-999,-999,"2017, 5 Year Estimate",city,2019-06-11,6,
NY,36,611000,3611000,Buffalo,Children in Poverty,white,4,7,4344,15646,27.8,24.4,31.2,0,-999,-999,"2017, 5 Year Estimate",city,2019-06-11,6,
NY,36,649121,3649121,Mount Vernon,Children in Poverty,white,4,7,49,959,5.1,1.6,8.7,0,-999,-999,"2017, 5 Year Estimate",city,2019-06-11,6,
NY,36,650617,3650617,New Rochelle,Children in Poverty,white,4,7,294,5906,5,2.8,7.1,0,-999,-999,"2017, 5 Year Estimate",city,2019-06-11,6,
NY,36,651000,3651000,New York,Children in Poverty,white,4,7,80482,453104,17.8,17.3,18.2,0,-999,-999,"2017, 5 Year Estimate",city,2019-06-11,6,
NY,36,663000,3663000,Rochester,Children in Poverty,white,4,7,2174,6702,32.4,27.8,37.1,0,-999,-999,"2017, 5 Year Estimate",city,2019-06-11,6,
NY,36,665508,3665508,Schenectady,Children in Poverty,white,4,7,1180,4559,25.9,16.6,35.2,0,-999,-999,"2017, 5 Year Estimate",city,2019-06-11,6,
NY,36,673000,3673000,Syracuse,Children in Poverty,white,4,7,2591,8615,30.1,25.5,34.6,0,-999,-999,"2017, 5 Year Estimate",city,2019-06-11,6,
NY,36,684000,3684000,Yonkers,Children in Poverty,white,4,7,1093,11196,9.8,7.3,12.3,0,-999,-999,"2017, 5 Year Estimate",city,2019-06-11,6,
NY,36,601000,3601000,Albany,Children in Poverty,other,4,8,1253,3692,33.9,26.9,40.9,0,-999,-999,"2017, 5 Year Estimate",city,2019-06-11,6,
NY,36,611000,3611000,Buffalo,Children in Poverty,other,4,8,5479,9910,55.3,51.1,59.5,0,-999,-999,"2017, 5 Year Estimate",city,2019-06-11,6,
NY,36,649121,3649121,Mount Vernon,Children in Poverty,other,4,8,413,1899,21.7,13.8,29.7,0,-999,-999,"2017, 5 Year Estimate",city,2019-06-11,6,
NY,36,650617,3650617,New Rochelle,Children in Poverty,other,4,8,836,3732,22.4,14.4,30.4,0,-999,-999,"2017, 5 Year Estimate",city,2019-06-11,6,
NY,36,651000,3651000,New York,Children in Poverty,other,4,8,163429,444692,36.8,36.1,37.4,0,-999,-999,"2017, 5 Year Estimate",city,2019-06-11,6,
NY,36,663000,3663000,Rochester,Children in Poverty,other,4,8,4181,7633,54.8,49.8,59.7,0,-999,-999,"2017, 5 Year Estimate",city,2019-06-11,6,
NY,36,665508,3665508,Schenectady,Children in Poverty,other,4,8,899,2739,32.8,24.3,41.3,0,-999,-999,"2017, 5 Year Estimate",city,2019-06-11,6,
NY,36,673000,3673000,Syracuse,Children in Poverty,other,4,8,2963,5298,55.9,49.9,61.9,0,-999,-999,"2017, 5 Year Estimate",city,2019-06-11,6,
NY,36,684000,3684000,Yonkers,Children in Poverty,other,4,8,3376,11322,29.8,25.4,34.2,0,-999,-999,"2017, 5 Year Estimate",city,2019-06-11,6,
NY,36,601000,3601000,Albany,Dental care,total population,5,1,-999,-999,63.7,63.1,64.3,0,-999,-999,"2016, 1 Year Modeled Estimate",city,2019-06-11,6,
NY,36,611000,3611000,Buffalo,Dental care,total population,5,1,-999,-999,58,57.6,58.4,0,-999,-999,"2016, 1 Year Modeled Estimate",city,2019-06-11,6,
NY,36,649121,3649121,Mount Vernon,Dental care,total population,5,1,-999,-999,60.4,59.6,61.2,0,-999,-999,"2016, 1 Year Modeled Estimate",city,2019-06-11,6,
NY,36,650617,3650617,New Rochelle,Dental care,total population,5,1,-999,-999,67.7,67,68.4,0,-999,-999,"2016, 1 Year Modeled Estimate",city,2019-06-11,6,
NY,36,651000,3651000,New York,Dental care,total population,5,1,-999,-999,63.2,63.1,63.3,0,-999,-999,"2016, 1 Year Modeled Estimate",city,2019-06-11,6,
NY,36,663000,3663000,Rochester,Dental care,total population,5,1,-999,-999,57.2,56.9,57.5,0,-999,-999,"2016, 1 Year Modeled Estimate",city,2019-06-11,6,
NY,36,665508,3665508,Schenectady,Dental care,total population,5,1,-999,-999,58.8,58.1,59.5,0,-999,-999,"2016, 1 Year Modeled Estimate",city,2019-06-11,6,
NY,36,673000,3673000,Syracuse,Dental care,total population,5,1,-999,-999,55,54.5,55.5,0,-999,-999,"2016, 1 Year Modeled Estimate",city,2019-06-11,6,
NY,36,684000,3684000,Yonkers,Dental care,total population,5,1,-999,-999,63,62.6,63.4,0,-999,-999,"2016, 1 Year Modeled Estimate",city,2019-06-11,6,
NY,36,601000,3601000,Albany,Diabetes,total population,6,1,-999,-999,9.4,9.3,9.5,0,-999,-999,"2016, 1 Year Modeled Estimate",city,2019-06-11,6,
NY,36,611000,3611000,Buffalo,Diabetes,total population,6,1,-999,-999,13.3,13.2,13.4,0,-999,-999,"2016, 1 Year Modeled Estimate",city,2019-06-11,6,
NY,36,649121,3649121,Mount Vernon,Diabetes,total population,6,1,-999,-999,12.9,12.7,13.1,0,-999,-999,"2016, 1 Year Modeled Estimate",city,2019-06-11,6,
NY,36,650617,3650617,New Rochelle,Diabetes,total population,6,1,-999,-999,9.8,9.6,10,0,-999,-999,"2016, 1 Year Modeled Estimate",city,2019-06-11,6,
NY,36,651000,3651000,New York,Diabetes,total population,6,1,-999,-999,11.3,11.3,11.4,0,-999,-999,"2016, 1 Year Modeled Estimate",city,2019-06-11,6,
NY,36,663000,3663000,Rochester,Diabetes,total population,6,1,-999,-999,12,11.9,12.1,0,-999,-999,"2016, 1 Year Modeled Estimate",city,2019-06-11,6,
NY,36,665508,3665508,Schenectady,Diabetes,total population,6,1,-999,-999,11,10.8,11.2,0,-999,-999,"2016, 1 Year Modeled Estimate",city,2019-06-11,6,
NY,36,673000,3673000,Syracuse,Diabetes,total population,6,1,-999,-999,12,11.9,12.1,0,-999,-999,"2016, 1 Year Modeled Estimate",city,2019-06-11,6,
NY,36,684000,3684000,Yonkers,Diabetes,total population,6,1,-999,-999,10.8,10.7,10.9,0,-999,-999,"2016, 1 Year Modeled Estimate",city,2019-06-11,6,
NY,36,601000,3601000,Albany,Frequent mental distress,total population,7,1,-999,-999,13.4,13.1,13.7,0,-999,-999,"2016, 1 Year Modeled Estimate",city,2019-06-11,6,
NY,36,611000,3611000,Buffalo,Frequent mental distress,total population,7,1,-999,-999,15.5,15.3,15.7,0,-999,-999,"2016, 1 Year Modeled Estimate",city,2019-06-11,6,
NY,36,649121,3649121,Mount Vernon,Frequent mental distress,total population,7,1,-999,-999,12.6,12.3,12.9,0,-999,-999,"2016, 1 Year Modeled Estimate",city,2019-06-11,6,
NY,36,650617,3650617,New Rochelle,Frequent mental distress,total population,7,1,-999,-999,10.9,10.6,11.2,0,-999,-999,"2016, 1 Year Modeled Estimate",city,2019-06-11,6,
NY,36,651000,3651000,New York,Frequent mental distress,total population,7,1,-999,-999,12.3,12.3,12.4,0,-999,-999,"2016, 1 Year Modeled Estimate",city,2019-06-11,6,
NY,36,663000,3663000,Rochester,Frequent mental distress,total population,7,1,-999,-999,16.4,16.2,16.6,0,-999,-999,"2016, 1 Year Modeled Estimate",city,2019-06-11,6,
NY,36,665508,3665508,Schenectady,Frequent mental distress,total population,7,1,-999,-999,15.5,15.2,15.8,0,-999,-999,"2016, 1 Year Modeled Estimate",city,2019-06-11,6,
